,id,gender,articleType,baseColour,season,usage,image
50,18567,Men,Sports Shoes,Yellow,Fall,Sports,images/18567.jpg
51,22035,Women,Kurtas,Cream,Fall,Ethnic,images/22035.jpg
52,29846,Men,Trousers,Grey,Summer,Casual,images/29846.jpg
53,18309,Men,Tshirts,Navy Blue,Fall,Casual,images/18309.jpg
54,26384,Men,Trousers,Black,Summer,Formal,images/26384.jpg
55,19076,Women,Kurtas,Purple,Fall,Ethnic,images/19076.jpg
56,9528,Men,Tshirts,Blue,Summer,Casual,images/9528.jpg
57,27560,Men,Shirts,Blue,Summer,Formal,images/27560.jpg
58,28599,Men,Sports Shoes,Red,Summer,Sports,images/28599.jpg
59,40683,Men,Tshirts,Blue,Summer,Casual,images/40683.jpg
60,39843,Boys,Tshirts,Navy Blue,Summer,Casual,images/39843.jpg
61,11552,Women,Kurtas,White,Summer,Ethnic,images/11552.jpg
62,14652,Men,Tshirts,Black,Fall,Casual,images/14652.jpg
63,36551,Women,Tunics,White,Summer,Casual,images/36551.jpg
64,59980,Women,Dresses,Black,Fall,Casual,images/59980.jpg
65,26530,Men,Casual Shoes,Purple,Spring,Casual,images/26530.jpg
66,19964,Men,Sweaters,Grey,Fall,Casual,images/19964.jpg
67,24045,Men,Tshirts,Red,Fall,Casual,images/24045.jpg
68,10638,Men,Formal Shoes,Brown,Fall,Formal,images/10638.jpg
69,17261,Men,Tshirts,Blue,Fall,Casual,images/17261.jpg
70,20182,Men,Shirts,Red,Fall,Casual,images/20182.jpg
71,50648,Men,Lounge Pants,Black,Fall,Casual,images/50648.jpg
72,39387,Men,Jeans,Blue,Summer,Casual,images/39387.jpg
73,12235,Men,Shirts,Maroon,Winter,Formal,images/12235.jpg
74,28706,Women,Kurtas,Black,Summer,Ethnic,images/28706.jpg
75,22154,Men,Formal Shoes,Black,Fall,Formal,images/22154.jpg
76,26053,Men,Shirts,Blue,Summer,Formal,images/26053.jpg
77,9196,Men,Sports Shoes,Silver,Fall,Sports,images/9196.jpg
78,10576,Men,Tshirts,Black,Fall,Casual,images/10576.jpg
79,25411,Men,Sports Shoes,White,Summer,Sports,images/25411.jpg
80,9947,Men,Jackets,Blue,Fall,Sports,images/9947.jpg
81,58211,Women,Patiala,Red,Fall,Ethnic,images/58211.jpg
82,36873,Men,Tshirts,Grey,Summer,Casual,images/36873.jpg
83,12691,Men,Sports Shoes,Grey,Fall,Sports,images/12691.jpg
84,15127,Men,Trousers,Brown,Fall,Casual,images/15127.jpg
85,2390,Men,Casual Shoes,Black,Winter,Casual,images/2390.jpg
86,23329,Women,Kurtas,Brown,Fall,Ethnic,images/23329.jpg
87,46280,Women,Tunics,Multi,Summer,Casual,images/46280.jpg
88,21868,Girls,Tops,Pink,Fall,Casual,images/21868.jpg
89,33944,Men,Tshirts,White,Summer,Casual,images/33944.jpg
90,42264,Men,Jeans,Blue,Summer,Casual,images/42264.jpg
91,24974,Women,Tshirts,Pink,Summer,Casual,images/24974.jpg
92,27408,Women,Capris,Grey Melange,Summer,Casual,images/27408.jpg
93,34906,Women,Dupatta,Rust,Summer,Ethnic,images/34906.jpg
94,44639,Men,Sports Shoes,White,Summer,Casual,images/44639.jpg
95,33564,Women,Tshirts,White,Summer,Casual,images/33564.jpg
96,31282,Men,Tshirts,Green,Summer,Casual,images/31282.jpg
97,51610,Women,Trousers,Brown,Fall,Casual,images/51610.jpg
98,36135,Men,Sports Shoes,White,Summer,Sports,images/36135.jpg
99,24629,Women,Sports Shoes,White,Fall,Sports,images/24629.jpg
100,39267,Men,Casual Shoes,Beige,Winter,Casual,images/39267.jpg
101,4907,Women,Tops,Green,Summer,Casual,images/4907.jpg
102,8884,Men,Trousers,Cream,Summer,Formal,images/8884.jpg
103,50669,Men,Lounge Pants,Multi,Summer,Casual,images/50669.jpg
104,59062,Women,Kurtas,Multi,Summer,Ethnic,images/59062.jpg
105,14075,Men,Tshirts,White,Fall,Casual,images/14075.jpg
106,38639,Men,Tshirts,Blue,Summer,Casual,images/38639.jpg
107,57449,Women,Tshirts,Black,Summer,Casual,images/57449.jpg
108,32431,Men,Shorts,Black,Summer,Sports,images/32431.jpg
109,6918,Women,Tshirts,Black,Summer,Sports,images/6918.jpg
110,36140,Men,Sports Shoes,Black,Summer,Sports,images/36140.jpg
111,7241,Men,Formal Shoes,Brown,Fall,Formal,images/7241.jpg
112,22383,Men,Shirts,White,Fall,Casual,images/22383.jpg
113,16484,Men,Shirts,Red,Fall,Casual,images/16484.jpg
114,15734,Men,Casual Shoes,Black,Fall,Casual,images/15734.jpg
115,24314,Men,Tshirts,White,Fall,Casual,images/24314.jpg
116,20710,Men,Casual Shoes,Black,Winter,Casual,images/20710.jpg
117,11406,Men,Tshirts,Blue,Fall,Casual,images/11406.jpg
118,54704,Women,Kurta Sets,Beige,Summer,Ethnic,images/54704.jpg
119,22338,Men,Tshirts,Black,Fall,Casual,images/22338.jpg
120,33062,Men,Shirts,White,Summer,Casual,images/33062.jpg
121,12813,Men,Casual Shoes,White,Fall,Casual,images/12813.jpg
122,11346,Men,Jeans,Blue,Spring,Casual,images/11346.jpg
123,31955,Men,Sports Shoes,Black,Summer,Sports,images/31955.jpg
124,23206,Men,Shirts,Blue,Fall,Casual,images/23206.jpg
125,45617,Men,Formal Shoes,Brown,Summer,Formal,images/45617.jpg
126,21743,Unisex,Casual Shoes,Black,Spring,Casual,images/21743.jpg
127,7547,Men,Track Pants,Grey,Summer,Sports,images/7547.jpg
128,15702,Men,Shirts,Red,Fall,Casual,images/15702.jpg
129,7952,Men,Tshirts,Black,Fall,Sports,images/7952.jpg
130,14097,Men,Tshirts,Blue,Fall,Casual,images/14097.jpg
131,9310,Men,Tshirts,Maroon,Fall,Casual,images/9310.jpg
132,33993,Women,Shirts,Black,Summer,Casual,images/33993.jpg
133,1924,Men,Tshirts,White,Fall,Sports,images/1924.jpg
134,11910,Men,Formal Shoes,Black,Summer,Formal,images/11910.jpg
135,27105,Women,Kurtas,Lavender,Summer,Ethnic,images/27105.jpg
136,2046,Men,Tshirts,Blue,Fall,Casual,images/2046.jpg
137,19372,Men,Formal Shoes,Brown,Winter,Formal,images/19372.jpg
138,19067,Women,Kurtas,Green,Fall,Ethnic,images/19067.jpg
139,15000,Men,Tshirts,White,Fall,Sports,images/15000.jpg
140,10001,Women,Skirts,Blue,Summer,Casual,images/10001.jpg
141,12975,Men,Sports Shoes,Grey,Fall,Sports,images/12975.jpg
142,4517,Men,Sports Shoes,Black,Summer,Sports,images/4517.jpg
143,8154,Men,Shirts,Red,Summer,Casual,images/8154.jpg
144,46408,Men,Tshirts,Purple,Summer,Casual,images/46408.jpg
145,9821,Women,Tshirts,Purple,Fall,Casual,images/9821.jpg
146,8328,Boys,Tshirts,Blue,Fall,Casual,images/8328.jpg
147,14497,Men,Casual Shoes,Green,Fall,Casual,images/14497.jpg
148,31168,Girls,Dresses,White,Summer,Casual,images/31168.jpg
149,4497,Men,Sports Shoes,White,Summer,Sports,images/4497.jpg
150,51463,Women,Tops,Black,Summer,Casual,images/51463.jpg
151,15185,Men,Sweaters,Black,Fall,Casual,images/15185.jpg
152,56699,Men,Kurtas,Green,Summer,Ethnic,images/56699.jpg
153,37941,Women,Tunics,Green,Summer,Casual,images/37941.jpg
154,10635,Men,Casual Shoes,Black,Fall,Casual,images/10635.jpg
155,11770,Men,Tshirts,Blue,Fall,Casual,images/11770.jpg
156,19747,Women,Scarves,White,Fall,Casual,images/19747.jpg
157,25595,Women,Kurta Sets,Cream,Fall,Ethnic,images/25595.jpg
158,11118,Men,Shirts,White,Fall,Formal,images/11118.jpg
159,44778,Men,Casual Shoes,Grey,Summer,Casual,images/44778.jpg
160,6158,Men,Tshirts,Blue,Summer,Casual,images/6158.jpg
161,10418,Women,Tops,Black,Fall,Casual,images/10418.jpg
162,10615,Women,Casual Shoes,Cream,Fall,Casual,images/10615.jpg
163,9810,Men,Shirts,Purple,Fall,Formal,images/9810.jpg
164,54580,Women,Kurtas,Red,Summer,Ethnic,images/54580.jpg
165,37522,Boys,Shorts,White,Summer,Casual,images/37522.jpg
166,14664,Men,Shirts,Red,Fall,Casual,images/14664.jpg
167,9118,Women,Sports Shoes,Silver,Fall,Sports,images/9118.jpg
168,7048,Men,Casual Shoes,Black,Summer,Casual,images/7048.jpg
169,12823,Men,Casual Shoes,Yellow,Fall,Casual,images/12823.jpg
170,3682,Men,Tshirts,Blue,Summer,Casual,images/3682.jpg
171,28754,Women,Kurtas,Blue,Summer,Ethnic,images/28754.jpg
172,3330,Men,Tshirts,Red,Summer,Sports,images/3330.jpg
173,12116,Women,Kurtas,Orange,Fall,Ethnic,images/12116.jpg
174,16921,Men,Jeans,Blue,Fall,Casual,images/16921.jpg
175,26519,Men,Shorts,Navy Blue,Spring,Casual,images/26519.jpg
176,33695,Men,Formal Shoes,Black,Winter,Smart Casual,images/33695.jpg
177,16210,Men,Tshirts,Blue,Fall,Casual,images/16210.jpg
178,12556,Men,Tshirts,Green,Fall,Casual,images/12556.jpg
179,38836,Women,Dresses,Blue,Summer,Casual,images/38836.jpg
180,28961,Women,Kurtas,Blue,Summer,Ethnic,images/28961.jpg
181,4737,Men,Casual Shoes,White,Summer,Casual,images/4737.jpg
182,11690,Men,Shirts,Yellow,Fall,Casual,images/11690.jpg
183,6590,Men,Tshirts,White,Summer,Sports,images/6590.jpg
184,5155,Women,Tshirts,Yellow,Summer,Casual,images/5155.jpg
185,48491,Women,Tops,Brown,Winter,Casual,images/48491.jpg
186,59599,Women,Sarees,Red,Fall,Ethnic,images/59599.jpg
187,34211,Men,Tshirts,Coffee Brown,Winter,Casual,images/34211.jpg
188,9508,Men,Shorts,Black,Fall,Casual,images/9508.jpg
189,10143,Men,Formal Shoes,Brown,Fall,Formal,images/10143.jpg
190,30207,Men,Shirts,White,Summer,Formal,images/30207.jpg
191,53835,Women,Kurtas,Blue,Summer,Ethnic,images/53835.jpg
192,17723,Men,Shirts,Grey,Fall,Casual,images/17723.jpg
193,17234,Men,Tshirts,Yellow,Fall,Casual,images/17234.jpg
194,12286,Men,Trousers,Navy Blue,Fall,Formal,images/12286.jpg
195,33989,Women,Scarves,Blue,Summer,Casual,images/33989.jpg
196,13861,Men,Shirts,Purple,Fall,Casual,images/13861.jpg
197,3496,Men,Sports Shoes,Black,Summer,Sports,images/3496.jpg
198,43435,Women,Tops,Pink,Summer,Casual,images/43435.jpg
199,6552,Women,Tops,White,Summer,Sports,images/6552.jpg
200,24144,Men,Tshirts,Blue,Spring,Casual,images/24144.jpg
201,28462,Women,Capris,Pink,Summer,Casual,images/28462.jpg
202,19553,Men,Tshirts,White,Fall,Casual,images/19553.jpg
203,7650,Men,Tshirts,Grey,Fall,Sports,images/7650.jpg
204,59366,Women,Kurtas,Red,Summer,Ethnic,images/59366.jpg
205,7136,Men,Track Pants,Green,Fall,Casual,images/7136.jpg
206,56771,Men,Shirts,Grey,Summer,Casual,images/56771.jpg
207,31971,Men,Sports Shoes,Navy Blue,Summer,Sports,images/31971.jpg
208,10634,Men,Formal Shoes,Black,Winter,Formal,images/10634.jpg
209,43670,Women,Tops,Multi,Summer,Casual,images/43670.jpg
210,8954,Men,Trousers,Brown,Fall,Formal,images/8954.jpg
211,39332,Boys,Tshirts,White,Summer,Casual,images/39332.jpg
212,20892,Men,Casual Shoes,Black,Fall,Casual,images/20892.jpg
213,13961,Women,Sweaters,Pink,Fall,Casual,images/13961.jpg
214,59623,Women,Sarees,Orange,Fall,Ethnic,images/59623.jpg
215,26663,Men,Casual Shoes,Grey,Summer,Casual,images/26663.jpg
216,39303,Men,Casual Shoes,Khaki,Winter,Casual,images/39303.jpg
217,17233,Men,Tshirts,Navy Blue,Fall,Casual,images/17233.jpg
218,9703,Men,Formal Shoes,Brown,Winter,Formal,images/9703.jpg
219,59983,Women,Dresses,Cream,Fall,Casual,images/59983.jpg
220,52112,Women,Kurtis,Multi,Summer,Ethnic,images/52112.jpg
221,33761,Women,Tshirts,Green,Summer,Casual,images/33761.jpg
222,23176,Men,Tshirts,Navy Blue,Fall,Casual,images/23176.jpg
223,22796,Men,Tshirts,Green,Fall,Casual,images/22796.jpg
224,16506,Men,Jeans,Blue,Fall,Casual,images/16506.jpg
225,44872,Men,Shorts,White,Summer,Casual,images/44872.jpg
226,27905,Women,Trousers,Black,Summer,Casual,images/27905.jpg
227,19113,Men,Tshirts,White,Summer,Casual,images/19113.jpg
228,38648,Men,Casual Shoes,Black,Summer,Casual,images/38648.jpg
229,5463,Men,Sports Shoes,White,Summer,Sports,images/5463.jpg
230,39741,Men,Casual Shoes,Olive,Summer,Casual,images/39741.jpg
231,31323,Women,Kurtas,White,Summer,Ethnic,images/31323.jpg
232,36469,Men,Casual Shoes,White,Summer,Casual,images/36469.jpg
233,19095,Women,Kurtas,Orange,Fall,Ethnic,images/19095.jpg
234,52486,Women,Camisoles,Maroon,Winter,Casual,images/52486.jpg
235,17550,Men,Shirts,Red,Fall,Formal,images/17550.jpg
236,20288,Men,Tshirts,Yellow,Fall,Casual,images/20288.jpg
237,38629,Men,Tshirts,Black,Summer,Casual,images/38629.jpg
238,32774,Men,Tshirts,Black,Summer,Casual,images/32774.jpg
239,18521,Women,Sweatshirts,Black,Summer,Casual,images/18521.jpg
240,57423,Women,Tshirts,White,Summer,Casual,images/57423.jpg
241,4147,Women,Sports Shoes,White,Summer,Sports,images/4147.jpg
242,33996,Women,Shirts,Grey,Summer,Casual,images/33996.jpg
243,43696,Boys,Tshirts,Yellow,Summer,Casual,images/43696.jpg
244,22500,Women,Casual Shoes,Blue,Winter,Casual,images/22500.jpg
245,11872,Men,Formal Shoes,Black,Summer,Formal,images/11872.jpg
246,57445,Women,Tshirts,Pink,Summer,Casual,images/57445.jpg
247,4620,Women,Tops,Black,Summer,Casual,images/4620.jpg
248,25582,Men,Sports Shoes,Black,Summer,Sports,images/25582.jpg
249,46251,Women,Tunics,Mustard,Summer,Casual,images/46251.jpg
250,34325,Men,Tshirts,Red,Summer,Casual,images/34325.jpg
251,14620,Men,Shirts,Blue,Summer,Formal,images/14620.jpg
252,6609,Men,Tops,White,Summer,Casual,images/6609.jpg
253,22590,Men,Shorts,Grey,Fall,Sports,images/22590.jpg
254,35442,Girls,Tops,White,Summer,Casual,images/35442.jpg
255,43960,Men,Shirts,Grey,Summer,Formal,images/43960.jpg
256,4325,Boys,Tshirts,Blue,Summer,Casual,images/4325.jpg
257,48410,Men,Tshirts,Grey,Summer,Casual,images/48410.jpg
258,14084,Men,Sweaters,Blue,Fall,Casual,images/14084.jpg
259,2483,Women,Tops,Purple,Fall,Casual,images/2483.jpg
260,22872,Men,Casual Shoes,Brown,Summer,Casual,images/22872.jpg
261,14500,Men,Casual Shoes,Brown,Fall,Casual,images/14500.jpg
262,20890,Men,Casual Shoes,Beige,Fall,Casual,images/20890.jpg
263,44222,Men,Tshirts,Red,Summer,Casual,images/44222.jpg
264,34969,Women,Stoles,Multi,Summer,Ethnic,images/34969.jpg
265,15200,Men,Tshirts,Yellow,Fall,Casual,images/15200.jpg
266,6430,Unisex,Casual Shoes,Red,Summer,Casual,images/6430.jpg
267,7430,Women,Tunics,Purple,Summer,Casual,images/7430.jpg
268,49995,Women,Camisoles,Beige,Winter,Casual,images/49995.jpg
269,35891,Boys,Tshirts,Yellow,Summer,Casual,images/35891.jpg
270,3652,Men,Sports Shoes,Black,Summer,Sports,images/3652.jpg
271,16373,Men,Trousers,Charcoal,Fall,Formal,images/16373.jpg
272,27027,Women,Shorts,Blue,Summer,Casual,images/27027.jpg
273,21449,Women,Tops,Mustard,Winter,Casual,images/21449.jpg
274,48443,Men,Tshirts,White,Summer,Casual,images/48443.jpg
275,9673,Men,Shorts,Navy Blue,Fall,Casual,images/9673.jpg
276,36452,Men,Sports Shoes,White,Spring,Sports,images/36452.jpg
277,4958,Men,Tshirts,White,Summer,Casual,images/4958.jpg
278,58495,Women,Tops,White,Summer,Casual,images/58495.jpg
279,24495,Women,Kurtas,Magenta,Fall,Ethnic,images/24495.jpg
280,13088,Men,Tshirts,Red,Fall,Sports,images/13088.jpg
281,15342,Women,Tshirts,Pink,Fall,Sports,images/15342.jpg
282,13244,Men,Shorts,Black,Fall,Casual,images/13244.jpg
283,42401,Women,Tshirts,Yellow,Summer,Casual,images/42401.jpg
284,11315,Women,Jeans,Blue,Fall,Casual,images/11315.jpg
285,19394,Men,Jackets,Blue,Summer,Casual,images/19394.jpg
286,40182,Women,Kurtis,Blue,Summer,Ethnic,images/40182.jpg
287,57953,Women,Sarees,Purple,Fall,Ethnic,images/57953.jpg
288,59827,Men,Shirts,Black,Summer,Casual,images/59827.jpg
289,59380,Women,Kurtas,Blue,Summer,Ethnic,images/59380.jpg
290,7315,Women,Tops,White,Summer,Ethnic,images/7315.jpg
291,4301,Unisex,Tshirts,White,Summer,Casual,images/4301.jpg
292,14744,Men,Shirts,White,Fall,Formal,images/14744.jpg
293,23917,Women,Casual Shoes,White,Summer,Casual,images/23917.jpg
294,34165,Girls,Tops,White,Summer,Casual,images/34165.jpg
295,57516,Men,Formal Shoes,Mushroom Brown,Summer,Formal,images/57516.jpg
296,13117,Men,Casual Shoes,Black,Fall,Casual,images/13117.jpg
297,15336,Men,Shorts,Grey,Fall,Casual,images/15336.jpg
298,54938,Women,Tshirts,Sea Green,Summer,Casual,images/54938.jpg
299,28909,Women,Kurtas,Red,Summer,Ethnic,images/28909.jpg
300,30215,Men,Shirts,Blue,Summer,Formal,images/30215.jpg
301,12194,Men,Tshirts,Blue,Fall,Casual,images/12194.jpg
302,26490,Men,Tshirts,Green,Summer,Casual,images/26490.jpg
303,20115,Women,Kurtas,Brown,Fall,Ethnic,images/20115.jpg
304,7926,Men,Tshirts,Navy Blue,Fall,Casual,images/7926.jpg
305,15314,Men,Sports Shoes,White,Fall,Sports,images/15314.jpg
306,24552,Women,Tshirts,Blue,Fall,Casual,images/24552.jpg
307,45943,Women,Tops,Green,Summer,Casual,images/45943.jpg
308,14001,Men,Tshirts,Navy Blue,Fall,Sports,images/14001.jpg
309,6607,Men,Tshirts,White,Summer,Casual,images/6607.jpg
310,36236,Women,Kurtas,Blue,Summer,Ethnic,images/36236.jpg
311,4037,Men,Tshirts,White,Summer,Sports,images/4037.jpg
312,6073,Women,Tops,Black,Summer,Casual,images/6073.jpg
313,20815,Men,Casual Shoes,Grey,Winter,Casual,images/20815.jpg
314,12539,Women,Tshirts,Black,Fall,Casual,images/12539.jpg
315,44848,Men,Tshirts,Black,Summer,Casual,images/44848.jpg
316,44884,Men,Tshirts,Black,Summer,Casual,images/44884.jpg
317,49762,Women,Leggings,Purple,Summer,Casual,images/49762.jpg
318,19991,Men,Tshirts,Black,Summer,Casual,images/19991.jpg
319,23227,Women,Kurtas,Maroon,Fall,Ethnic,images/23227.jpg
320,48442,Men,Tshirts,White,Summer,Casual,images/48442.jpg
321,3108,Men,Tshirts,Black,Summer,Casual,images/3108.jpg
322,5934,Men,Casual Shoes,Black,Summer,Casual,images/5934.jpg
323,52876,Women,Sarees,Multi,Fall,Ethnic,images/52876.jpg
324,13381,Men,Casual Shoes,Navy Blue,Fall,Casual,images/13381.jpg
325,17623,Men,Track Pants,Grey,Fall,Sports,images/17623.jpg
326,58818,Women,Casual Shoes,Black,Spring,Casual,images/58818.jpg
327,18574,Men,Tshirts,Black,Fall,Casual,images/18574.jpg
328,44917,Men,Track Pants,Blue,Summer,Casual,images/44917.jpg
329,14559,Men,Casual Shoes,Brown,Spring,Casual,images/14559.jpg
330,2975,Men,Tshirts,Blue,Fall,Casual,images/2975.jpg
331,27883,Women,Tshirts,Pink,Summer,Casual,images/27883.jpg
332,8017,Men,Tshirts,White,Fall,Sports,images/8017.jpg
333,2267,Women,Tshirts,Pink,Fall,Sports,images/2267.jpg
334,46997,Women,Kurtas,Beige,Summer,Ethnic,images/46997.jpg
335,37570,Girls,Tops,Pink,Summer,Casual,images/37570.jpg
336,11909,Men,Formal Shoes,Black,Summer,Formal,images/11909.jpg
337,40984,Boys,Tshirts,White,Summer,Casual,images/40984.jpg
338,28947,Women,Kurtas,White,Summer,Ethnic,images/28947.jpg
339,3371,Men,Sports Shoes,Grey,Spring,Sports,images/3371.jpg
340,23619,Unisex,Casual Shoes,Green,Spring,Casual,images/23619.jpg
341,12477,Men,Formal Shoes,Brown,Fall,Formal,images/12477.jpg
342,3181,Men,Sports Shoes,Grey,Fall,Sports,images/3181.jpg
343,5902,Women,Casual Shoes,Blue,Summer,Casual,images/5902.jpg
344,44415,Men,Casual Shoes,Brown,Winter,Casual,images/44415.jpg
345,3880,Men,Tshirts,Grey,Summer,Casual,images/3880.jpg
346,24369,Women,Kurtas,Maroon,Fall,Ethnic,images/24369.jpg
347,32499,Men,Shirts,Olive,Summer,Casual,images/32499.jpg
348,43677,Women,Dresses,Navy Blue,Summer,Casual,images/43677.jpg
349,30589,Men,Tshirts,Blue,Summer,Casual,images/30589.jpg
350,12472,Men,Formal Shoes,Black,Fall,Formal,images/12472.jpg
351,24155,Women,Kurtas,Green,Fall,Ethnic,images/24155.jpg
352,52085,Women,Tshirts,Orange,Summer,Casual,images/52085.jpg
353,7211,Women,Tunics,Black,Fall,Casual,images/7211.jpg
354,43526,Women,Leggings,Navy Blue,Summer,Casual,images/43526.jpg
355,31545,Men,Tshirts,Purple,Summer,Casual,images/31545.jpg
356,18758,Women,Dresses,Black,Fall,Casual,images/18758.jpg
357,57897,Women,Scarves,White,Summer,Casual,images/57897.jpg
358,47028,Women,Kurtas,Navy Blue,Fall,Ethnic,images/47028.jpg
359,9081,Men,Shorts,Red,Fall,Sports,images/9081.jpg
360,25414,Men,Sports Shoes,White,Summer,Sports,images/25414.jpg
361,7007,Men,Tshirts,Grey,Summer,Casual,images/7007.jpg
362,40632,Women,Kurtas,Magenta,Summer,Ethnic,images/40632.jpg
363,53776,Men,Shorts,Green,Summer,Casual,images/53776.jpg
364,16422,Men,Tshirts,Red,Fall,Casual,images/16422.jpg
365,18174,Girls,Dresses,Lavender,Fall,Casual,images/18174.jpg
366,34922,Women,Dupatta,Grey,Summer,Ethnic,images/34922.jpg
367,17516,Women,Sweaters,Magenta,Fall,Casual,images/17516.jpg
368,18615,Men,Tshirts,White,Fall,Sports,images/18615.jpg
369,2637,Men,Formal Shoes,Black,Winter,Formal,images/2637.jpg
370,26906,Women,Tops,Pink,Summer,Casual,images/26906.jpg
371,42115,Men,Shorts,Black,Fall,Casual,images/42115.jpg
372,26538,Men,Casual Shoes,Red,Fall,Casual,images/26538.jpg
373,40034,Men,Track Pants,Black,Summer,Casual,images/40034.jpg
374,24722,Men,Sports Shoes,White,Fall,Sports,images/24722.jpg
375,29690,Men,Shorts,Charcoal,Summer,Casual,images/29690.jpg
376,6581,Men,Tshirts,Blue,Summer,Sports,images/6581.jpg
377,22019,Women,Kurtas,Brown,Fall,Ethnic,images/22019.jpg
378,25600,Women,Kurta Sets,Purple,Fall,Ethnic,images/25600.jpg
379,28514,Men,Shorts,Black,Summer,Sports,images/28514.jpg
380,59571,Men,Cufflinks,Steel,Summer,Casual,images/59571.jpg
381,38357,Men,Tracksuits,Red,Summer,Casual,images/38357.jpg
382,44643,Women,Dresses,Black,Summer,Casual,images/44643.jpg
383,38583,Men,Tshirts,Grey,Summer,Casual,images/38583.jpg
384,19841,Men,Shirts,Grey,Fall,Casual,images/19841.jpg
385,21744,Unisex,Casual Shoes,Black,Fall,Casual,images/21744.jpg
386,19524,Men,Sweaters,Blue,Fall,Casual,images/19524.jpg
387,46005,Women,Sarees,Mustard,Summer,Ethnic,images/46005.jpg
388,46084,Women,Sports Shoes,White,Summer,Sports,images/46084.jpg
389,24380,Women,Kurtas,Purple,Fall,Ethnic,images/24380.jpg
390,37117,Men,Shirts,Blue,Fall,Formal,images/37117.jpg
391,4947,Men,Tshirts,White,Summer,Casual,images/4947.jpg
392,7857,Men,Tshirts,Black,Fall,Casual,images/7857.jpg
393,9596,Men,Shirts,White,Fall,Casual,images/9596.jpg
394,31107,Boys,Tshirts,Green,Summer,Casual,images/31107.jpg
395,16825,Women,Tshirts,Purple,Fall,Casual,images/16825.jpg
396,27845,Women,Blazers,Black,Summer,Formal,images/27845.jpg
397,15267,Women,Casual Shoes,Yellow,Fall,Casual,images/15267.jpg
